Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20201113:0130,0.0,0.0,5.03,2.62,0.0
20201113:0230,0.0,0.0,4.69,2.69,0.0
20201113:0330,0.0,0.0,4.5,2.55,0.0
20201113:0430,0.0,0.0,4.35,2.28,0.0
20201113:0530,0.0,0.0,4.16,1.72,0.0
20201113:0630,0.0,0.0,3.78,1.79,0.0
20201113:0730,0.0,0.0,3.12,1.93,0.0
20201113:0830,0.0,0.0,2.97,2.14,0.0
20201113:0930,0.0,0.0,3.08,2.21,0.0
20201113:1030,0.0,0.0,3.18,2.34,0.0
20201113:1130,0.0,0.0,2.98,2.28,0.0
20201113:1230,7.45,0.71,3.49,2.62,0.0
20201113:1330,353.63,10.38,3.62,2.62,0.0
20201113:1430,617.23,18.77,5.07,2.83,0.0
20201113:1530,789.79,25.31,6.95,3.86,0.0
20201113:1630,524.57,29.35,8.43,5.86,0.0
20201113:1730,366.58,30.36,8.59,6.14,0.0
20201113:1830,580.19,28.19,8.15,5.66,0.0
20201113:1930,426.11,23.16,8.3,6.0,0.0
20201113:2030,260.22,15.86,7.52,5.93,0.0
20201113:2130,116.42,6.94,6.76,5.31,0.0
20201113:2230,0.0,-3.09,5.89,4.62,0.0
20201113:2330,0.0,0.0,5.02,4.0,0.0
20201114:0030,0.0,0.0,3.85,3.79,0.0
20201114:0130,0.0,0.0,2.96,3.72,0.0
20201114:0230,0.0,0.0,2.04,3.17,0.0
20201114:0330,0.0,0.0,1.26,2.9,0.0
20201114:0430,0.0,0.0,0.6,2.76,0.0
20201114:0530,0.0,0.0,0.04,2.62,0.0
20201114:0630,0.0,0.0,-0.4,2.48,0.0
20201114:0730,0.0,0.0,-0.77,2.34,0.0
20201114:0830,0.0,0.0,-1.09,1.86,0.0
20201114:0930,0.0,0.0,-1.78,1.24,0.0
20201114:1030,0.0,0.0,-1.53,1.03,0.0
20201114:1130,0.0,0.0,-0.79,0.55,0.0
20201114:1230,6.48,0.49,-3.07,1.52,0.0
20201114:1330,390.28,10.15,-3.01,2.0,0.0
20201114:1430,650.37,18.52,0.03,2.14,0.0
20201114:1530,832.91,25.05,2.04,2.69,0.0
20201114:1630,841.19,29.08,3.8,2.69,0.0
20201114:1730,876.56,30.1,5.35,2.83,0.0
20201114:1830,466.39,27.95,6.8,3.1,0.0
20201114:1930,267.06,22.94,6.95,3.03,0.0
20201114:2030,116.09,15.67,7.28,3.52,0.0
20201114:2130,37.79,6.77,7.35,4.0,0.0
20201114:2230,0.0,-3.24,7.12,3.93,0.0
20201114:2330,0.0,0.0,6.96,4.34,0.0
20201115:0030,0.0,0.0,7.03,4.76,0.0
20201115:0130,0.0,0.0,7.67,4.9,0.0
20201115:0230,0.0,0.0,8.14,5.17,0.0
20201115:0330,0.0,0.0,8.58,5.38,0.0
20201115:0430,0.0,0.0,8.05,5.52,0.0
20201115:0530,0.0,0.0,7.12,5.59,0.0
20201115:0630,0.0,0.0,7.71,5.86,0.0
20201115:0730,0.0,0.0,8.14,5.52,0.0
20201115:0830,0.0,0.0,8.89,5.52,0.0
20201115:0930,0.0,0.0,9.92,5.59,0.0
20201115:1030,0.0,0.0,10.6,6.28,0.0
20201115:1130,0.0,0.0,11.12,6.76,0.0
20201115:1230,1.37,0.28,11.21,7.17,0.0
20201115:1330,10.01,9.92,11.78,7.79,0.0
20201115:1430,55.76,18.28,12.3,7.86,0.0
20201115:1530,123.14,24.79,12.77,7.93,0.0
20201115:1630,341.06,28.82,11.95,10.62,0.0
20201115:1730,551.95,29.84,9.76,12.07,0.0
20201115:1830,460.33,27.71,8.7,12.34,0.0
20201115:1930,434.4,22.72,8.18,12.0,0.0
20201115:2030,360.21,15.48,7.95,11.1,0.0
20201115:2130,150.32,6.61,7.63,10.34,0.0
20201115:2230,0.0,-3.38,6.64,10.69,0.0
20201115:2330,0.0,0.0,6.25,10.76,0.0
20201116:0030,0.0,0.0,5.56,10.62,0.0
20201116:0130,0.0,0.0,5.21,9.79,0.0
20201116:0230,0.0,0.0,5.06,9.38,0.0
20201116:0330,0.0,0.0,4.89,9.03,0.0
20201116:0430,0.0,0.0,4.79,8.55,0.0
20201116:0530,0.0,0.0,4.4,7.79,0.0
20201116:0630,0.0,0.0,3.93,7.17,0.0
20201116:0730,0.0,0.0,3.74,7.79,0.0
20201116:0830,0.0,0.0,3.39,7.59,0.0
20201116:0930,0.0,0.0,2.99,7.72,0.0
20201116:1030,0.0,0.0,2.69,7.24,0.0
20201116:1130,0.0,0.0,2.35,6.41,0.0
20201116:1230,5.72,0.06,1.89,5.59,0.0
20201116:1330,310.58,9.69,1.54,5.59,0.0
20201116:1430,528.49,18.04,2.04,6.14,0.0
20201116:1530,683.08,24.54,2.98,7.17,0.0
20201116:1630,917.21,28.56,3.92,6.76,0.0
20201116:1730,970.86,29.59,5.12,6.62,0.0
20201116:1830,925.12,27.48,6.12,6.69,0.0
20201116:1930,774.48,22.52,7.0,6.76,0.0
20201116:2030,525.16,15.3,7.28,6.76,0.0
20201116:2130,246.38,6.45,7.14,6.34,0.0
20201116:2230,0.0,-3.52,6.37,4.55,0.0
20201116:2330,0.0,0.0,5.62,3.52,0.0
20201117:0030,0.0,0.0,5.26,3.45,0.0
20201117:0130,0.0,0.0,4.76,2.55,0.0
20201117:0230,0.0,0.0,4.32,1.52,0.0
20201117:0330,0.0,0.0,3.83,0.69,0.0
20201117:0430,0.0,0.0,3.36,0.76,0.0
20201117:0530,0.0,0.0,2.17,2.21,0.0
20201117:0630,0.0,0.0,2.49,2.76,0.0
20201117:0730,0.0,0.0,2.39,3.66,0.0
20201117:0830,0.0,0.0,2.29,3.66,0.0
20201117:0930,0.0,0.0,2.25,3.86,0.0
20201117:1030,0.0,0.0,2.34,4.69,0.0
20201117:1130,0.0,0.0,1.86,5.38,0.0
20201117:1230,0.0,-0.15,1.45,5.86,0.0
20201117:1330,194.51,9.47,1.03,6.14,0.0
20201117:1430,252.94,17.8,1.12,6.41,0.0
20201117:1530,308.36,24.29,1.29,6.76,0.0
20201117:1630,398.82,28.31,1.56,6.69,0.0
20201117:1730,476.99,29.35,1.98,6.55,0.0
20201117:1830,460.58,27.25,2.42,6.69,0.0
20201117:1930,319.15,22.32,2.89,7.31,0.0
20201117:2030,133.09,15.13,3.21,7.17,0.0
20201117:2130,62.25,6.3,3.34,6.41,0.0
20201117:2230,0.0,-3.65,3.27,5.31,0.0
20201117:2330,0.0,0.0,2.77,4.34,0.0
20201118:0030,0.0,0.0,1.88,4.21,0.0
20201118:0130,0.0,0.0,1.28,4.28,0.0
20201118:0230,0.0,0.0,0.92,4.07,0.0
20201118:0330,0.0,0.0,0.47,3.66,0.0
20201118:0430,0.0,0.0,-0.01,3.1,0.0
20201118:0530,0.0,0.0,-0.61,2.69,0.0
20201118:0630,0.0,0.0,-1.1,2.41,0.0
20201118:0730,0.0,0.0,-1.7,2.0,0.0
20201118:0830,0.0,0.0,-2.1,1.86,0.0
20201118:0930,0.0,0.0,-2.57,2.0,0.0
20201118:1030,0.0,0.0,-2.78,2.0,0.0
20201118:1130,0.0,0.0,-2.93,2.14,0.0
20201118:1230,0.0,-0.35,-2.94,2.28,0.0
20201118:1330,353.73,9.25,-2.75,2.34,0.0
20201118:1430,617.89,17.57,-0.82,2.62,0.0
20201118:1530,809.62,24.04,1.44,3.24,0.0
20201118:1630,921.62,28.06,3.16,3.72,0.0
20201118:1730,947.79,29.11,4.48,3.93,0.0
20201118:1830,886.43,27.03,5.48,4.14,0.0
20201118:1930,712.88,22.12,6.28,4.41,0.0
20201118:2030,500.26,14.96,6.63,4.76,0.0
20201118:2130,221.35,6.16,6.57,4.69,0.0
20201118:2230,0.0,-3.78,5.6,4.14,0.0
20201118:2330,0.0,0.0,4.62,4.41,0.0
20201119:0030,0.0,0.0,4.09,4.76,0.0
20201119:0130,0.0,0.0,3.74,5.1,0.0
20201119:0230,0.0,0.0,3.61,5.38,0.0
20201119:0330,0.0,0.0,3.53,5.72,0.0
20201119:0430,0.0,0.0,3.7,6.07,0.0
20201119:0530,0.0,0.0,4.1,6.34,0.0
20201119:0630,0.0,0.0,4.43,6.41,0.0
20201119:0730,0.0,0.0,5.03,6.34,0.0
20201119:0830,0.0,0.0,5.55,6.55,0.0
20201119:0930,0.0,0.0,6.04,6.62,0.0
20201119:1030,0.0,0.0,6.42,6.69,0.0
20201119:1130,0.0,0.0,6.8,6.9,0.0
20201119:1230,0.0,-0.56,7.44,7.24,0.0
20201119:1330,186.1,9.03,8.23,7.66,0.0
20201119:1430,525.36,17.34,9.55,7.86,0.0
20201119:1530,703.94,23.8,11.35,7.24,0.0
20201119:1630,763.92,27.82,12.8,7.86,0.0
20201119:1730,715.79,28.87,13.91,8.21,0.0
20201119:1830,711.0,26.81,14.67,8.07,0.0
20201119:1930,639.3,21.93,15.88,8.62,0.0
20201119:2030,418.75,14.8,16.06,8.48,0.0
20201119:2130,162.77,6.02,15.95,9.03,0.0
20201119:2230,0.0,-3.9,15.64,8.69,0.0
20201119:2330,0.0,0.0,15.28,8.34,0.0
20201120:0030,0.0,0.0,15.1,8.07,0.0
20201120:0130,0.0,0.0,14.72,7.86,0.0
20201120:0230,0.0,0.0,14.48,7.86,0.0
20201120:0330,0.0,0.0,14.05,7.86,0.0
20201120:0430,0.0,0.0,13.65,7.86,0.0
20201120:0530,0.0,0.0,13.33,7.79,0.0
20201120:0630,0.0,0.0,13.04,7.79,0.0
20201120:0730,0.0,0.0,13.32,7.45,0.0
20201120:0830,0.0,0.0,13.14,7.31,0.0
20201120:0930,0.0,0.0,12.95,7.03,0.0
20201120:1030,0.0,0.0,12.72,6.9,0.0
20201120:1130,0.0,0.0,12.38,6.76,0.0
20201120:1230,0.0,-0.77,12.23,6.76,0.0
20201120:1330,271.17,8.82,12.16,6.76,0.0
20201120:1430,509.31,17.11,12.91,6.97,0.0
20201120:1530,758.17,23.57,13.98,6.9,0.0
20201120:1630,890.27,27.58,15.03,7.38,0.0
20201120:1730,921.95,28.64,16.03,7.59,0.0
20201120:1830,865.07,26.6,16.78,7.31,0.0
20201120:1930,711.3,21.75,17.69,6.48,0.0
20201120:2030,475.18,14.64,17.7,5.59,0.0
20201120:2130,196.68,5.88,17.15,4.34,0.0
20201120:2230,0.0,-4.01,15.7,3.72,0.0
20201120:2330,0.0,0.0,14.59,3.52,0.0
20201121:0030,0.0,0.0,13.79,3.72,0.0
20201121:0130,0.0,0.0,12.85,3.59,0.0
20201121:0230,0.0,0.0,11.91,3.31,0.0
20201121:0330,0.0,0.0,10.23,3.45,0.0
20201121:0430,0.0,0.0,8.92,3.45,0.0
20201121:0530,0.0,0.0,7.9,3.45,0.0
20201121:0630,0.0,0.0,7.08,3.1,0.0
20201121:0730,0.0,0.0,7.07,3.24,0.0
20201121:0830,0.0,0.0,6.29,2.97,0.0
20201121:0930,0.0,0.0,5.81,2.55,0.0
20201121:1030,0.0,0.0,5.48,2.28,0.0
20201121:1130,0.0,0.0,5.25,2.28,0.0
20201121:1230,0.0,-0.97,4.97,2.34,0.0
20201121:1330,86.01,8.6,4.85,2.41,0.0
20201121:1430,281.24,16.88,5.25,3.03,0.0
20201121:1530,518.92,23.34,5.84,3.1,0.0
20201121:1630,486.9,27.35,6.54,2.76,0.0
20201121:1730,370.65,28.42,7.07,2.55,0.0
20201121:1830,540.87,26.4,7.31,2.41,0.0
20201121:1930,326.24,21.57,7.91,2.62,0.0
20201121:2030,170.3,14.49,7.73,2.83,0.0
20201121:2130,56.9,5.76,7.3,2.97,0.0
20201121:2230,0.0,-4.12,6.48,2.55,0.0
20201121:2330,0.0,0.0,5.83,2.55,0.0
20201122:0030,0.0,0.0,5.36,2.48,0.0
20201122:0130,0.0,0.0,4.81,2.34,0.0
20201122:0230,0.0,0.0,4.79,2.76,0.0
20201122:0330,0.0,0.0,4.17,2.97,0.0
20201122:0430,0.0,0.0,4.03,3.24,0.0
20201122:0530,0.0,0.0,4.01,3.31,0.0
20201122:0630,0.0,0.0,4.55,3.52,0.0
20201122:0730,0.0,0.0,5.02,3.86,0.0
20201122:0830,0.0,0.0,5.1,3.72,0.0
20201122:0930,0.0,0.0,4.86,4.07,0.0
20201122:1030,0.0,0.0,4.18,4.76,0.0
20201122:1130,0.0,0.0,3.39,4.69,0.0
20201122:1230,0.0,-1.17,2.44,4.14,0.0
20201122:1330,6.79,8.39,2.1,4.55,0.0
20201122:1430,12.39,16.66,1.95,4.83,0.0
20201122:1530,21.08,23.11,1.88,4.83,0.0
20201122:1630,18.43,27.12,1.87,4.97,0.0
20201122:1730,30.34,28.2,1.99,4.83,0.0
20201122:1830,33.78,26.21,2.14,5.03,0.0
20201122:1930,32.55,21.4,1.76,4.14,0.0
20201122:2030,14.91,14.35,1.54,4.28,0.0
20201122:2130,7.23,5.64,1.36,4.34,0.0
20201122:2230,0.0,-4.22,1.49,4.48,0.0
20201122:2330,0.0,0.0,1.63,4.28,0.0
20201123:0030,0.0,0.0,1.61,3.72,0.0
20201123:0130,0.0,0.0,1.38,3.66,0.0
20201123:0230,0.0,0.0,0.82,3.66,0.0
20201123:0330,0.0,0.0,0.3,3.59,0.0
20201123:0430,0.0,0.0,0.18,3.45,0.0
20201123:0530,0.0,0.0,0.13,3.24,0.0
20201123:0630,0.0,0.0,0.32,3.52,0.0
20201123:0730,0.0,0.0,0.38,3.03,0.0
20201123:0830,0.0,0.0,0.39,3.1,0.0
20201123:0930,0.0,0.0,0.78,3.59,0.0
20201123:1030,0.0,0.0,1.22,4.21,0.0
20201123:1130,0.0,0.0,2.0,4.48,0.0
20201123:1230,0.0,-1.36,2.22,4.41,0.0
20201123:1330,83.98,8.19,2.73,4.41,0.0
20201123:1430,221.36,16.45,3.33,4.48,0.0
20201123:1530,202.47,22.89,3.6,5.38,0.0
20201123:1630,256.57,26.9,3.92,5.24,0.0
20201123:1730,262.94,27.99,4.52,5.17,0.0
20201123:1830,741.31,26.02,4.99,5.03,0.0
20201123:1930,623.06,21.24,6.74,4.34,0.0
20201123:2030,306.73,14.21,6.73,4.14,0.0
20201123:2130,80.81,5.52,6.35,3.38,0.0
20201123:2230,0.0,-4.32,5.87,2.62,0.0
20201123:2330,0.0,0.0,5.3,2.14,0.0
20201124:0030,0.0,0.0,4.98,1.72,0.0
20201124:0130,0.0,0.0,4.35,1.79,0.0
20201124:0230,0.0,0.0,3.61,1.86,0.0
20201124:0330,0.0,0.0,2.88,1.79,0.0
20201124:0430,0.0,0.0,2.07,1.66,0.0
20201124:0530,0.0,0.0,1.32,1.52,0.0
20201124:0630,0.0,0.0,0.62,1.52,0.0
20201124:0730,0.0,0.0,0.46,2.48,0.0
20201124:0830,0.0,0.0,0.32,2.69,0.0
20201124:0930,0.0,0.0,0.63,2.55,0.0
20201124:1030,0.0,0.0,0.72,2.48,0.0
20201124:1130,0.0,0.0,0.79,2.69,0.0
20201124:1230,0.0,-1.56,1.39,2.34,0.0
20201124:1330,43.53,7.98,1.59,2.76,0.0
20201124:1430,98.03,16.24,2.64,2.76,0.0
20201124:1530,176.55,22.67,3.74,3.45,0.0
20201124:1630,245.91,26.68,4.77,4.07,0.0
20201124:1730,226.47,27.79,5.59,4.07,0.0
20201124:1830,93.04,25.83,6.01,3.86,0.0
20201124:1930,78.23,21.08,4.59,2.97,0.0
20201124:2030,29.82,14.08,4.65,3.38,0.0
20201124:2130,4.54,5.41,3.88,3.79,0.0
20201124:2230,0.0,0.0,3.5,3.52,0.0
20201124:2330,0.0,0.0,3.56,3.79,0.0
20201125:0030,0.0,0.0,3.86,4.21,0.0
20201125:0130,0.0,0.0,4.23,4.28,0.0
20201125:0230,0.0,0.0,4.61,4.34,0.0
20201125:0330,0.0,0.0,5.11,4.28,0.0
20201125:0430,0.0,0.0,5.68,4.28,0.0
20201125:0530,0.0,0.0,6.1,4.28,0.0
20201125:0630,0.0,0.0,6.38,4.28,0.0
20201125:0730,0.0,0.0,6.06,3.38,0.0
20201125:0830,0.0,0.0,5.84,3.59,0.0
20201125:0930,0.0,0.0,5.85,4.0,0.0
20201125:1030,0.0,0.0,6.47,4.07,0.0
20201125:1130,0.0,0.0,6.8,3.59,0.0
20201125:1230,0.0,-1.75,6.98,3.93,0.0
20201125:1330,8.16,7.78,6.87,3.79,0.0
20201125:1430,17.33,16.03,7.08,3.72,0.0
20201125:1530,30.12,22.46,7.31,3.66,0.0
20201125:1630,34.88,26.47,7.69,3.59,0.0
20201125:1730,39.07,27.59,8.13,3.52,0.0
20201125:1830,38.06,25.66,8.56,3.86,0.0
20201125:1930,25.05,20.93,9.75,3.79,0.0
20201125:2030,21.02,13.95,10.09,4.21,0.0
20201125:2130,23.56,5.31,10.32,4.21,0.0
20201125:2230,0.0,0.0,10.76,4.07,0.0
20201125:2330,0.0,0.0,11.11,3.93,0.0
20201126:0030,0.0,0.0,11.49,4.0,0.0
20201126:0130,0.0,0.0,11.77,4.21,0.0
20201126:0230,0.0,0.0,11.8,4.28,0.0
20201126:0330,0.0,0.0,11.71,4.34,0.0
20201126:0430,0.0,0.0,11.59,4.34,0.0
20201126:0530,0.0,0.0,11.42,3.93,0.0
20201126:0630,0.0,0.0,11.21,4.41,0.0
20201126:0730,0.0,0.0,10.8,5.31,0.0
20201126:0830,0.0,0.0,10.72,5.31,0.0
20201126:0930,0.0,0.0,10.59,5.31,0.0
20201126:1030,0.0,0.0,10.18,5.59,0.0
20201126:1130,0.0,0.0,9.66,5.45,0.0
20201126:1230,0.0,-1.94,9.09,5.03,0.0
20201126:1330,16.92,7.59,8.56,4.9,0.0
20201126:1430,68.12,15.82,8.25,4.97,0.0
20201126:1530,84.8,22.25,8.23,5.24,0.0
20201126:1630,103.98,26.27,8.46,5.24,0.0
20201126:1730,169.7,27.4,8.76,4.9,0.0
20201126:1830,194.71,25.49,9.22,5.03,0.0
20201126:1930,128.65,20.79,9.69,5.24,0.0
20201126:2030,48.7,13.84,9.56,4.9,0.0
20201126:2130,21.4,5.22,9.29,4.41,0.0
20201126:2230,0.0,0.0,8.94,3.45,0.0
20201126:2330,0.0,0.0,8.59,3.03,0.0
20201127:0030,0.0,0.0,8.35,2.97,0.0
20201127:0130,0.0,0.0,8.23,2.97,0.0
20201127:0230,0.0,0.0,7.71,2.83,0.0
20201127:0330,0.0,0.0,7.21,2.69,0.0
20201127:0430,0.0,0.0,7.06,2.62,0.0
20201127:0530,0.0,0.0,6.8,2.62,0.0
20201127:0630,0.0,0.0,6.46,2.55,0.0
20201127:0730,0.0,0.0,6.02,2.76,0.0
20201127:0830,0.0,0.0,5.66,2.62,0.0
20201127:0930,0.0,0.0,5.08,2.48,0.0
20201127:1030,0.0,0.0,4.91,2.28,0.0
20201127:1130,0.0,0.0,4.89,2.48,0.0
20201127:1230,0.0,-2.13,4.78,2.14,0.0
20201127:1330,133.73,7.39,4.71,1.86,0.0
20201127:1430,180.59,15.62,5.16,2.34,0.0
20201127:1530,226.57,22.05,5.92,3.45,0.0
20201127:1630,365.33,26.07,6.55,3.79,0.0
20201127:1730,230.76,27.21,7.32,4.0,0.0
20201127:1830,350.69,25.32,7.74,3.93,0.0
20201127:1930,258.28,20.65,8.54,3.93,0.0
20201127:2030,134.12,13.72,8.76,4.07,0.0
20201127:2130,41.72,5.13,8.95,3.45,0.0
20201127:2230,0.0,0.0,8.68,2.76,0.0
20201127:2330,0.0,0.0,8.06,2.62,0.0
20201128:0030,0.0,0.0,7.54,2.83,0.0
20201128:0130,0.0,0.0,6.92,3.1,0.0
20201128:0230,0.0,0.0,6.66,3.59,0.0
20201128:0330,0.0,0.0,5.75,4.28,0.0
20201128:0430,0.0,0.0,4.97,4.76,0.0
20201128:0530,0.0,0.0,4.31,4.62,0.0
20201128:0630,0.0,0.0,3.93,4.55,0.0
20201128:0730,0.0,0.0,3.59,4.0,0.0
20201128:0830,0.0,0.0,3.24,3.45,0.0
20201128:0930,0.0,0.0,3.23,3.03,0.0
20201128:1030,0.0,0.0,2.91,2.76,0.0
20201128:1130,0.0,0.0,2.37,2.55,0.0
20201128:1230,0.0,-2.31,1.8,2.62,0.0
20201128:1330,259.96,7.2,1.2,2.76,0.0
20201128:1430,596.47,15.43,1.96,2.48,0.0
20201128:1530,796.07,21.85,3.27,2.97,0.0
20201128:1630,909.08,25.88,4.43,3.38,0.0
20201128:1730,943.09,27.04,5.57,3.66,0.0
20201128:1830,885.08,25.17,6.55,4.07,0.0
20201128:1930,740.44,20.52,7.28,4.48,0.0
20201128:2030,514.4,13.62,7.5,4.55,0.0
20201128:2130,230.44,5.04,7.22,4.07,0.0
20201128:2230,0.0,0.0,6.06,3.66,0.0
20201128:2330,0.0,0.0,5.0,3.93,0.0
20201129:0030,0.0,0.0,4.44,4.14,0.0
20201129:0130,0.0,0.0,4.05,4.21,0.0
20201129:0230,0.0,0.0,3.73,4.34,0.0
20201129:0330,0.0,0.0,3.46,4.55,0.0
20201129:0430,0.0,0.0,3.2,4.41,0.0
20201129:0530,0.0,0.0,2.89,4.28,0.0
20201129:0630,0.0,0.0,2.59,4.21,0.0
20201129:0730,0.0,0.0,2.48,3.86,0.0
20201129:0830,0.0,0.0,2.18,3.79,0.0
20201129:0930,0.0,0.0,1.89,3.72,0.0
20201129:1030,0.0,0.0,1.66,3.93,0.0
20201129:1130,0.0,0.0,1.51,4.07,0.0
20201129:1230,0.0,-2.49,1.39,4.14,0.0
20201129:1330,313.27,7.02,1.39,4.28,0.0
20201129:1430,574.91,15.24,2.5,3.72,0.0
20201129:1530,668.39,21.66,4.51,4.07,0.0
20201129:1630,655.85,25.69,6.35,4.14,0.0
20201129:1730,571.73,26.86,7.84,4.0,0.0
20201129:1830,675.17,25.02,8.9,3.86,0.0
20201129:1930,606.24,20.4,10.02,4.07,0.0
20201129:2030,327.64,13.52,10.32,4.28,0.0
20201129:2130,168.06,4.97,9.81,3.38,0.0
20201129:2230,0.0,0.0,8.45,2.9,0.0
20201129:2330,0.0,0.0,7.21,2.69,0.0
20201130:0030,0.0,0.0,6.15,2.62,0.0
20201130:0130,0.0,0.0,5.62,2.48,0.0
20201130:0230,0.0,0.0,5.38,2.21,0.0
20201130:0330,0.0,0.0,5.19,2.34,0.0
20201130:0430,0.0,0.0,5.07,2.28,0.0
20201130:0530,0.0,0.0,4.72,2.34,0.0
20201130:0630,0.0,0.0,4.55,3.03,0.0
20201130:0730,0.0,0.0,4.22,3.52,0.0
20201130:0830,0.0,0.0,4.09,4.07,0.0
20201130:0930,0.0,0.0,3.75,4.55,0.0
20201130:1030,0.0,0.0,3.23,4.55,0.0
20201130:1130,0.0,0.0,2.85,5.03,0.0
20201130:1230,0.0,-2.66,2.22,5.38,0.0
20201130:1330,10.72,6.84,1.53,5.24,0.0
20201130:1430,26.86,15.05,1.45,5.59,0.0
20201130:1530,42.12,21.47,1.49,6.07,0.0
20201130:1630,58.7,25.51,1.55,6.83,0.0
20201130:1730,62.58,26.7,1.74,7.66,0.0
20201130:1830,72.46,24.87,1.7,7.38,0.0
20201130:1930,49.35,20.28,1.6,6.34,0.0
20201130:2030,35.94,13.43,1.63,5.86,0.0
20201130:2130,8.34,4.9,1.42,5.45,0.0
20201130:2230,0.0,0.0,1.01,5.86,0.0
20201130:2330,0.0,0.0,0.65,6.14,0.0
20201201:0030,0.0,0.0,0.36,6.28,0.0
20201201:0130,0.0,0.0,0.1,6.28,0.0
20201201:0230,0.0,0.0,-0.16,6.07,0.0
20201201:0330,0.0,0.0,-0.39,5.79,0.0
20201201:0430,0.0,0.0,-0.56,5.72,0.0
20201201:0530,0.0,0.0,-0.71,5.72,0.0
20201201:0630,0.0,0.0,-0.86,5.72,0.0
20201201:0730,0.0,0.0,-0.99,5.24,0.0
20201201:0830,0.0,0.0,-1.08,5.17,0.0
20201201:0930,0.0,0.0,-1.22,5.17,0.0
20201201:1030,0.0,0.0,-1.56,5.03,0.0
20201201:1130,0.0,0.0,-1.63,5.03,0.0
20201201:1230,0.0,-2.84,-1.67,5.1,0.0
20201201:1330,24.21,6.66,-1.77,5.1,0.0
20201201:1430,79.76,14.87,-1.57,4.69,0.0
20201201:1530,137.11,21.29,-1.09,6.34,0.0
20201201:1630,253.64,25.34,-0.55,6.14,0.0
20201201:1730,212.57,26.54,0.05,6.34,0.0
20201201:1830,159.09,24.74,0.52,6.62,0.0
20201201:1930,111.73,20.17,0.54,6.41,0.0
20201201:2030,75.95,13.34,0.89,5.72,0.0
20201201:2130,56.46,4.83,1.22,5.45,0.0
20201201:2230,0.0,0.0,1.33,5.59,0.0
20201201:2330,0.0,0.0,1.17,5.86,0.0
20201202:0030,0.0,0.0,1.04,6.0,0.0
20201202:0130,0.0,0.0,0.75,6.0,0.0
20201202:0230,0.0,0.0,0.03,5.72,0.0
20201202:0330,0.0,0.0,-0.56,5.59,0.0
20201202:0430,0.0,0.0,-0.98,5.45,0.0
20201202:0530,0.0,0.0,-1.37,5.17,0.0
20201202:0630,0.0,0.0,-1.53,4.9,0.0
20201202:0730,0.0,0.0,-1.27,4.9,0.0
20201202:0830,0.0,0.0,-1.24,4.97,0.0
20201202:0930,0.0,0.0,-1.37,4.97,0.0
20201202:1030,0.0,0.0,-1.38,4.97,0.0
20201202:1130,0.0,0.0,-1.34,4.83,0.0
20201202:1230,0.0,-3.01,-1.41,4.55,0.0
20201202:1330,324.9,6.48,-1.52,4.41,0.0
20201202:1430,603.36,14.7,-0.81,4.48,0.0
20201202:1530,810.45,21.11,0.51,4.48,0.0
20201202:1630,932.8,25.17,1.93,4.97,0.0
20201202:1730,958.46,26.39,3.23,4.9,0.0
20201202:1830,911.5,24.61,4.17,4.62,0.0
20201202:1930,764.34,20.07,4.79,4.21,0.0
20201202:2030,537.89,13.26,5.42,4.07,0.0
20201202:2130,239.08,4.77,5.03,3.93,0.0
20201202:2230,0.0,0.0,3.91,4.14,0.0
20201202:2330,0.0,0.0,2.94,4.34,0.0
20201203:0030,0.0,0.0,2.21,4.41,0.0
20201203:0130,0.0,0.0,1.57,4.48,0.0
20201203:0230,0.0,0.0,0.99,4.48,0.0
20201203:0330,0.0,0.0,0.41,4.62,0.0
20201203:0430,0.0,0.0,-0.08,4.76,0.0
20201203:0530,0.0,0.0,-0.49,5.03,0.0
20201203:0630,0.0,0.0,-0.83,5.1,0.0
20201203:0730,0.0,0.0,-0.6,4.76,0.0
20201203:0830,0.0,0.0,-0.89,4.69,0.0
20201203:0930,0.0,0.0,-0.98,4.83,0.0
20201203:1030,0.0,0.0,-1.1,5.1,0.0
20201203:1130,0.0,0.0,-1.23,5.1,0.0
20201203:1230,0.0,-3.17,-1.57,5.03,0.0
20201203:1330,243.96,6.31,-1.82,4.69,0.0
20201203:1430,443.24,14.52,-1.29,4.21,0.0
20201203:1530,816.52,20.95,-0.16,4.62,0.0
20201203:1630,953.34,25.01,1.64,5.66,0.0
20201203:1730,951.94,26.25,3.38,6.21,0.0
20201203:1830,686.05,24.49,4.7,6.34,0.0
20201203:1930,670.04,19.97,6.03,6.28,0.0
20201203:2030,487.24,13.19,6.49,6.07,0.0
20201203:2130,156.61,4.72,5.99,5.66,0.0
20201203:2230,0.0,0.0,4.99,5.24,0.0
20201203:2330,0.0,0.0,4.22,5.17,0.0
20201204:0030,0.0,0.0,3.53,5.45,0.0
20201204:0130,0.0,0.0,3.17,5.52,0.0
20201204:0230,0.0,0.0,3.0,5.52,0.0
20201204:0330,0.0,0.0,2.83,5.59,0.0
20201204:0430,0.0,0.0,2.71,5.79,0.0
20201204:0530,0.0,0.0,2.56,5.86,0.0
20201204:0630,0.0,0.0,2.58,6.0,0.0
20201204:0730,0.0,0.0,3.28,6.14,0.0
